Department_Sales,Department_Research & Development,Department_Human Resources,EducationField_Life Sciences,EducationField_Other,EducationField_Medical,EducationField_Marketing,EducationField_Technical Degree,EducationField_Human Resources,JobRole_Healthcare Representative,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Human Resources,JobRole_Research Director,JobRole_Laboratory Technician,JobRole_Manufacturing Director,JobRole_Sales Representative,JobRole_Manager,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Divorced,WorkLifeBalance_at_least_1.0,WorkLifeBalance_at_least_2.0,WorkLifeBalance_at_least_3.0,EnvironmentSatisfaction_at_least_1.0,EnvironmentSatisfaction_at_least_2.0,EnvironmentSatisfaction_at_least_3.0,JobSatisfaction_at_least_1.0,JobSatisfaction_at_least_2.0,JobSatisfaction_at_least_3.0,JobInvolvement_at_least_1,JobInvolvement_at_least_2,JobInvolvement_at_least_3,PerformanceRating_at_least_1,PerformanceRating_at_least_2,PerformanceRating_at_least_3,JobLevel_at_least_1,JobLevel_at_least_2,JobLevel_at_least_3,JobLevel_at_least_4,Education_at_least_1,Education_at_least_2,Education_at_least_3,Education_at_least_4,StockOptionLevel_at_least_1,StockOptionLevel_at_least_2,StockOptionLevel_at_least_3,NumCompaniesWorked,TotalWorkingYears,Age,DistanceFromHome,MonthlyIncome,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Travel,Frequently,Female,Attrition1,Attrition2
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0.4444444444444444,0.175,0.4523809523809524,0,0.2283833596629805,0,0.3333333333333333,0.125,0,0.058823529411764705,1,0,0,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0.1111111111111111,0.075,0.07142857142857142,0.07142857142857142,0.16872037914691942,0.07142857142857142,0.5,0.075,0.06666666666666667,0,1,0,0,-1,0
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0.2222222222222222,0.375,0.4523809523809524,0,0.16419167983149024,0.14285714285714285,0.3333333333333333,0.125,0,0.11764705882352941,0,0,0,-1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0.7777777777777778,0.25,0.40476190476190477,0.21428571428571427,0.07525013164823591,0.35714285714285715,0.8333333333333334,0.175,0.4,0.11764705882352941,1,0,0,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0.1111111111111111,0.2,0.47619047619047616,0.25,0.3086361242759347,0,0.8333333333333334,0.2,0.4666666666666667,0.4117647058823529,1,0,1,-1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0.1111111111111111,0.15,0.19047619047619047,0,0.496998420221169,0.5,0.5,0.15,0.06666666666666667,0.23529411764705882,1,1,0,-1,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0.3333333333333333,0.7,0.7619047619047619,0.25,0.45592417061611373,0.8571428571428571,0.3333333333333333,0.25,0.06666666666666667,0.35294117647058826,1,0,0,-1,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0.3333333333333333,0.525,0.8333333333333334,0.35714285714285715,0.05997893628225382,0,0.3333333333333333,0.125,0.06666666666666667,0.17647058823529413,1,0,1,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0.1111111111111111,0.25,0.5714285714285714,0.10714285714285714,0.4169036334913112,0.21428571428571427,0.6666666666666666,0.5,0.7333333333333333,0.35294117647058826,1,0,0,-1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.1111111111111111,0.25,0.2619047619047619,0.5357142857142857,0.28983675618746707,0,0.3333333333333333,0.25,0,0.5294117647058824,1,1,0,-1,0
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0.3333333333333333,0.3,0.8809523809523809,0,0.3048973143759874,0,0.3333333333333333,0.25,0,0.47058823529411764,1,0,1,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.1111111111111111,0.125,0.19047619047619047,0.2857142857142857,0.804739336492891,0.7857142857142857,0.5,0.125,0.2,0.17647058823529413,1,1,1,-1,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.425,0.4523809523809524,0.14285714285714285,0.08931016324381254,0,0.3333333333333333,0.425,0.3333333333333333,0.4117647058823529,1,0,0,-1,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.3333333333333333,0.475,0.6190476190476191,0,0.4909952606635071,0.21428571428571427,0.3333333333333333,0.025,0,0,1,1,0,1,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.25,0.47619047619047616,0.03571428571428571,0.1810953133228015,0.07142857142857142,0.5,0.05,0.06666666666666667,0.11764705882352941,1,0,1,-1,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0.2222222222222222,0.125,0.19047619047619047,0.10714285714285714,0.30779357556608744,0,0.8333333333333334,0.075,0,0.11764705882352941,1,0,0,1,1
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.1111111111111111,0.125,0.23809523809523808,0.21428571428571427,0.45434439178515007,0.14285714285714285,1,0.125,0,0.11764705882352941,1,0,0,-1,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.55,0.7380952380952381,0,0.13596629805160612,0.14285714285714285,0.3333333333333333,0.075,0.06666666666666667,0.11764705882352941,1,1,1,-1,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0.4444444444444444,0.25,0.42857142857142855,0.14285714285714285,0.23149025803054238,0.21428571428571427,0.3333333333333333,0.2,0.4666666666666667,0.4117647058823529,1,0,0,-1,0
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.1111111111111111,0.05,0.30952380952380953,0.2857142857142857,0.19352290679304898,0.35714285714285715,0.6666666666666666,0.05,0.13333333333333333,0.11764705882352941,1,1,0,-1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0.1111111111111111,0.2,0.19047619047619047,0.25,0.7781990521327015,0.07142857142857142,0.8333333333333334,0.2,0.4666666666666667,0.23529411764705882,1,0,0,1,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.1,0.4523809523809524,0.2857142857142857,0.02659294365455503,0.21428571428571427,0.5,0.1,0.06666666666666667,0.11764705882352941,1,1,0,-1,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.5555555555555556,0.575,0.5714285714285714,0.03571428571428571,0.10252764612954186,0.14285714285714285,0.3333333333333333,0.5,0.26666666666666666,0.47058823529411764,1,1,0,-1,0
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.1111111111111111,0,0,0,0.06982622432859399,0.21428571428571427,0.5,0,0,0,1,0,0,1,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3,0.40476190476190477,0.6785714285714286,0.21827277514481305,0.5714285714285714,0.3333333333333333,0.275,0.4,0.5294117647058824,1,0,0,-1,0
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0.4444444444444444,0.1,0.42857142857142855,0.25,0.3134807793575566,0.07142857142857142,0.3333333333333333,0.025,0,0,1,1,1,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0.5555555555555556,0.325,0.7857142857142857,0.03571428571428571,0.24570826750921537,0.14285714285714285,0.3333333333333333,0.1,0.06666666666666667,0.11764705882352941,1,0,0,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.55,0.5476190476190477,1,0.07214323328067404,0.07142857142857142,1,0.55,0,0.23529411764705882,1,0,0,-1,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.1111111111111111,0,0,0.21428571428571427,0.14760400210637178,0.2857142857142857,0.5,0,0,0,1,0,0,-1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0.225,0.23809523809523808,0.2857142857142857,0.19162717219589256,0.8571428571428571,0.3333333333333333,0.2,0,0.4117647058823529,1,0,0,-1,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.4444444444444444,0.25,0.30952380952380953,0.25,0.10147446024223275,0.07142857142857142,0.3333333333333333,0.2,0.4666666666666667,0.4117647058823529,1,0,0,-1,0
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0.475,0.5,0.14285714285714285,0.05771458662453923,0.6428571428571429,0.5,0.45,0.2,0.4117647058823529,1,0,1,-1,0
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0.7777777777777778,0.275,0.42857142857142855,0.14285714285714285,0.3985781990521327,0.7142857142857143,0.6666666666666666,0.225,0,0.47058823529411764,0,0,0,-1,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0.1111111111111111,0.325,0.3333333333333333,0.03571428571428571,0.08936282253817798,0.7142857142857143,0.6666666666666666,0.325,0.26666666666666666,0.47058823529411764,1,0,0,-1,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0.3333333333333333,0.475,0.47619047619047616,0.14285714285714285,0.2830437072143233,0.5714285714285714,0.6666666666666666,0.25,0,0.058823529411764705,1,0,1,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0.2222222222222222,0.3,0.9523809523809523,0.03571428571428571,0.15581885202738283,0.14285714285714285,0.5,0.125,0.06666666666666667,0.11764705882352941,0,0,0,-1,0
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0.15,0.30952380952380953,0.6785714285714286,0.4685624012638231,0.14285714285714285,0.5,0.125,0,0.17647058823529413,1,0,1,-1,0
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0.3333333333333333,0.225,0.30952380952380953,0.21428571428571427,0.6432859399684044,0.7142857142857143,0.3333333333333333,0.05,0.06666666666666667,0,1,0,0,-1,0
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.6,0.6428571428571429,0.07142857142857142,0.13328067403896787,0.14285714285714285,1,0.6,0.6,0.6470588235294118,1,1,1,-1,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0.075,0.30952380952380953,0.5357142857142857,0.09452343338599263,0.5714285714285714,0,0.05,0.13333333333333333,0.11764705882352941,1,0,1,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0.6666666666666666,0.3,0.35714285714285715,0.2857142857142857,0.9680358083201686,0.07142857142857142,0.5,0.25,0.5333333333333333,0.47058823529411764,1,1,0,-1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0.1111111111111111,0.525,0.5,0,0.9824117956819378,0.7857142857142857,1,0.525,0.7333333333333333,0.5882352941176471,1,0,0,-1,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0.225,0.5952380952380952,0.21428571428571427,0.07530279094260137,0.2857142857142857,0.3333333333333333,0.2,0.06666666666666667,0.4117647058823529,1,1,0,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0.7777777777777778,0.625,0.7380952380952381,0,0.3320168509741969,0.7857142857142857,0.3333333333333333,0.175,0,0.4117647058823529,1,0,0,-1,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.2222222222222222,0.275,0.8095238095238095,0.21428571428571427,0.19826224328593997,0.5,0.3333333333333333,0.2,0.4666666666666667,0.4117647058823529,1,0,1,1,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0.1111111111111111,0.1,0.21428571428571427,0.5,0.15234333859926277,0.7857142857142857,0.3333333333333333,0.1,0.06666666666666667,0.11764705882352941,1,0,0,-1,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0.1111111111111111,0.325,0.3333333333333333,0,0.08704581358609795,0,1,0.325,0.7333333333333333,0.5294117647058824,1,0,0,-1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0.1111111111111111,0.125,0.21428571428571427,0.42857142857142855,0.09726171669299631,0.07142857142857142,0.8333333333333334,0.125,0,0.23529411764705882,1,0,1,-1,0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0.4444444444444444,0.325,0.30952380952380953,0.8214285714285714,0.0037914691943127963,0,0.6666666666666666,0.175,0.06666666666666667,0.4117647058823529,1,0,0,-1,0
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0.7777777777777778,0.25,0.3333333333333333,0.21428571428571427,0.0770405476566614,0.14285714285714285,0.3333333333333333,0.175,0,0.4117647058823529,1,0,0,-1,0
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.5555555555555556,0.125,0.23809523809523808,0.2857142857142857,0.24560294892048445,0.21428571428571427,0.6666666666666666,0.075,0.13333333333333333,0.11764705882352941,1,0,0,1,1
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0.1111111111111111,0.275,0.2857142857142857,0.42857142857142855,0.16787783043707213,0.14285714285714285,0.5,0.25,0.06666666666666667,0.5294117647058824,1,0,1,-1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.25,0.30952380952380953,0.03571428571428571,0.4583464981569247,0.42857142857142855,0.8333333333333334,0.25,0.5333333333333333,0.5294117647058824,1,1,1,-1,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0.1111111111111111,0.525,0.5,0.6428571428571429,0.05545023696682464,0.14285714285714285,0.6666666666666666,0.525,0.8666666666666667,0.17647058823529413,1,1,1,-1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.4444444444444444,0.3,0.5,0,0.17245918904686677,0.42857142857142855,0,0.025,0,0,1,0,1,1,1
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0.3333333333333333,0.225,0.35714285714285715,0.10714285714285714,0.19899947340705634,0,0,0.175,0,0.058823529411764705,1,1,0,-1,0
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0.4444444444444444,0.525,0.6904761904761905,0.10714285714285714,0.25787256450763557,0.8571428571428571,0.6666666666666666,0.075,0.06666666666666667,0.058823529411764705,1,0,1,-1,0
